REPORTE DE LIMPIEZA DE DATOS
========================================
Venta 1: sin registro de stock previo, se elimina.
Venta 2320: sin registro de stock previo, se elimina.
Venta 2321: sin registro de stock previo, se elimina.
Venta 2322: sin registro de stock previo, se elimina.
Venta 2323: sin registro de stock previo, se elimina.
Venta 2324: stock insuficiente (0 < 3) en 2024-09-06.
Venta 2325: sin registro de stock previo, se elimina.
Venta 2326: sin registro de stock previo, se elimina.
Venta 2327: sin registro de stock previo, se elimina.
Venta 2328: sin registro de stock previo, se elimina.
Venta 2329: stock insuficiente (0 < 2) en 2024-09-07.
Venta 2330: sin registro de stock previo, se elimina.
Venta 2331: sin registro de stock previo, se elimina.
Venta 2332: sin registro de stock previo, se elimina.
Venta 2333: sin registro de stock previo, se elimina.
Venta 2334: stock insuficiente (0 < 3) en 2024-09-08.
Venta 2335: sin registro de stock previo, se elimina.
Venta 2336: sin registro de stock previo, se elimina.
Venta 2337: sin registro de stock previo, se elimina.
Venta 2338: sin registro de stock previo, se elimina.
Venta 2339: sin registro de stock previo, se elimina.
Venta 2340: sin registro de stock previo, se elimina.
Venta 2341: stock insuficiente (0 < 2) en 2024-09-09.
Venta 2342: sin registro de stock previo, se elimina.
Venta 2343: sin registro de stock previo, se elimina.
Venta 2344: sin registro de stock previo, se elimina.
Venta 2345: sin registro de stock previo, se elimina.
Venta 2346: sin registro de stock previo, se elimina.
Venta 2347: sin registro de stock previo, se elimina.
Venta 2348: stock insuficiente (0 < 3) en 2024-09-10.
Venta 2349: sin registro de stock previo, se elimina.
Venta 2350: sin registro de stock previo, se elimina.
Venta 2351: sin registro de stock previo, se elimina.
Venta 2352: sin registro de stock previo, se elimina.
Venta 2353: stock insuficiente (0 < 1) en 2024-09-11.
Venta 2354: sin registro de stock previo, se elimina.
Venta 2355: sin registro de stock previo, se elimina.
Venta 2356: sin registro de stock previo, se elimina.
Venta 2357: sin registro de stock previo, se elimina.
Venta 2358: sin registro de stock previo, se elimina.
Venta 2359: sin registro de stock previo, se elimina.
Venta 2360: sin registro de stock previo, se elimina.
Venta 2361: sin registro de stock previo, se elimina.
Venta 2362: sin registro de stock previo, se elimina.
Venta 2363: sin registro de stock previo, se elimina.
Venta 2364: sin registro de stock previo, se elimina.
Venta 2365: stock insuficiente (0 < 5) en 2024-09-17.
Venta 2366: sin registro de stock previo, se elimina.
Venta 2367: sin registro de stock previo, se elimina.
Venta 2368: sin registro de stock previo, se elimina.
Venta 2369: sin registro de stock previo, se elimina.
Venta 2370: sin registro de stock previo, se elimina.
Venta 2371: stock insuficiente (0 < 1) en 2024-09-18.
Venta 2372: sin registro de stock previo, se elimina.
Venta 2373: sin registro de stock previo, se elimina.
Venta 2374: sin registro de stock previo, se elimina.
Venta 2375: sin registro de stock previo, se elimina.
Venta 2376: stock insuficiente (0 < 2) en 2024-09-19.
Venta 2377: sin registro de stock previo, se elimina.
Venta 2378: sin registro de stock previo, se elimina.
Venta 2379: sin registro de stock previo, se elimina.
Venta 2380: sin registro de stock previo, se elimina.
Venta 2381: stock insuficiente (0 < 3) en 2024-09-20.
Venta 2382: sin registro de stock previo, se elimina.
Venta 2383: sin registro de stock previo, se elimina.
Venta 2384: sin registro de stock previo, se elimina.
Venta 2385: sin registro de stock previo, se elimina.
Venta 2386: stock insuficiente (0 < 2) en 2024-09-21.
Venta 2387: sin registro de stock previo, se elimina.
Venta 2388: sin registro de stock previo, se elimina.
Venta 2389: sin registro de stock previo, se elimina.
Venta 2390: stock insuficiente (0 < 5) en 2024-09-22.
Venta 2391: sin registro de stock previo, se elimina.
Venta 2392: sin registro de stock previo, se elimina.
Venta 2393: stock insuficiente (0 < 2) en 2024-09-23.
Venta 2394: sin registro de stock previo, se elimina.
Venta 2395: sin registro de stock previo, se elimina.
Venta 2396: sin registro de stock previo, se elimina.
Venta 2397: sin registro de stock previo, se elimina.
Venta 2398: sin registro de stock previo, se elimina.
Venta 2399: sin registro de stock previo, se elimina.
Venta 2400: sin registro de stock previo, se elimina.
Venta 2401: sin registro de stock previo, se elimina.
Venta 2402: sin registro de stock previo, se elimina.
Venta 2403: sin registro de stock previo, se elimina.
Venta 2404: sin registro de stock previo, se elimina.
Venta 2405: sin registro de stock previo, se elimina.
Venta 2406: sin registro de stock previo, se elimina.
Venta 2407: sin registro de stock previo, se elimina.
Venta 2408: sin registro de stock previo, se elimina.
Venta 2409: sin registro de stock previo, se elimina.
Venta 2410: sin registro de stock previo, se elimina.
Venta 2411: sin registro de stock previo, se elimina.
Venta 2412: sin registro de stock previo, se elimina.
Venta 2413: sin registro de stock previo, se elimina.
Venta 2414: sin registro de stock previo, se elimina.
Venta 2415: stock insuficiente (0 < 3) en 2024-10-03.
Venta 2416: sin registro de stock previo, se elimina.
Venta 2417: sin registro de stock previo, se elimina.
Venta 2418: sin registro de stock previo, se elimina.
Venta 2419: sin registro de stock previo, se elimina.
Venta 2420: sin registro de stock previo, se elimina.
Venta 2421: sin registro de stock previo, se elimina.
Venta 2422: stock insuficiente (0 < 2) en 2024-10-04.
Venta 2423: sin registro de stock previo, se elimina.
Venta 2424: sin registro de stock previo, se elimina.
Venta 2425: sin registro de stock previo, se elimina.
Venta 2426: sin registro de stock previo, se elimina.
Venta 2427: sin registro de stock previo, se elimina.
Venta 2428: stock insuficiente (0 < 1) en 2024-10-05.
Venta 2429: sin registro de stock previo, se elimina.
Venta 2430: sin registro de stock previo, se elimina.
Venta 2431: sin registro de stock previo, se elimina.
Venta 2432: sin registro de stock previo, se elimina.
Venta 2433: sin registro de stock previo, se elimina.
Venta 2434: stock insuficiente (0 < 3) en 2024-10-06.
Venta 2435: sin registro de stock previo, se elimina.
Venta 2436: sin registro de stock previo, se elimina.
Venta 2437: sin registro de stock previo, se elimina.
Venta 2438: sin registro de stock previo, se elimina.
Venta 2439: stock insuficiente (0 < 1) en 2024-10-07.
Venta 2440: sin registro de stock previo, se elimina.
Venta 2441: sin registro de stock previo, se elimina.
Venta 2442: sin registro de stock previo, se elimina.
Venta 2443: sin registro de stock previo, se elimina.
Venta 2444: stock insuficiente (0 < 1) en 2024-10-08.
Venta 2445: sin registro de stock previo, se elimina.
Venta 2446: sin registro de stock previo, se elimina.
Venta 2447: sin registro de stock previo, se elimina.
Venta 2448: sin registro de stock previo, se elimina.
Venta 2449: stock insuficiente (0 < 2) en 2024-10-09.
Venta 2450: sin registro de stock previo, se elimina.
Venta 2451: sin registro de stock previo, se elimina.
Venta 2452: sin registro de stock previo, se elimina.
Venta 2453: sin registro de stock previo, se elimina.
Venta 2454: sin registro de stock previo, se elimina.
Venta 2455: sin registro de stock previo, se elimina.
Venta 2456: sin registro de stock previo, se elimina.
Venta 2457: stock insuficiente (0 < 2) en 2024-10-10.
Venta 2458: sin registro de stock previo, se elimina.
Venta 2459: sin registro de stock previo, se elimina.
Venta 2460: sin registro de stock previo, se elimina.
Venta 2461: sin registro de stock previo, se elimina.
Venta 2462: sin registro de stock previo, se elimina.
Venta 2463: sin registro de stock previo, se elimina.
Venta 2464: stock insuficiente (0 < 1) en 2024-10-11.
Venta 2465: sin registro de stock previo, se elimina.
Venta 2466: sin registro de stock previo, se elimina.
Venta 2467: sin registro de stock previo, se elimina.
Venta 2468: sin registro de stock previo, se elimina.
Venta 2469: stock insuficiente (0 < 2) en 2024-10-12.
Venta 2470: sin registro de stock previo, se elimina.
Venta 2471: sin registro de stock previo, se elimina.
Venta 2472: sin registro de stock previo, se elimina.
Venta 2473: stock insuficiente (0 < 2) en 2024-10-13.
Venta 2474: sin registro de stock previo, se elimina.
Venta 2475: sin registro de stock previo, se elimina.
Venta 2476: sin registro de stock previo, se elimina.
Venta 2477: stock insuficiente (0 < 4) en 2024-10-17.
Venta 2478: sin registro de stock previo, se elimina.
Venta 2479: sin registro de stock previo, se elimina.
Venta 2480: sin registro de stock previo, se elimina.
Venta 2481: sin registro de stock previo, se elimina.
Venta 2482: stock insuficiente (0 < 2) en 2024-10-18.
Venta 2483: sin registro de stock previo, se elimina.
Venta 2484: sin registro de stock previo, se elimina.
Venta 2485: sin registro de stock previo, se elimina.
Venta 2486: sin registro de stock previo, se elimina.
Venta 2487: stock insuficiente (0 < 5) en 2024-10-19.
Venta 2488: sin registro de stock previo, se elimina.
Venta 2489: sin registro de stock previo, se elimina.
Venta 2490: sin registro de stock previo, se elimina.
Venta 2491: sin registro de stock previo, se elimina.
Venta 2492: stock insuficiente (0 < 5) en 2024-10-20.
Venta 2493: sin registro de stock previo, se elimina.
Venta 2494: sin registro de stock previo, se elimina.
Venta 2495: sin registro de stock previo, se elimina.
Venta 2496: sin registro de stock previo, se elimina.
Venta 2497: stock insuficiente (0 < 1) en 2024-10-21.
Venta 2498: sin registro de stock previo, se elimina.
Venta 2499: sin registro de stock previo, se elimina.
Venta 2500: sin registro de stock previo, se elimina.
Venta 2501: sin registro de stock previo, se elimina.
Venta 2502: stock insuficiente (0 < 2) en 2024-10-22.
Venta 2503: sin registro de stock previo, se elimina.
Venta 2504: sin registro de stock previo, se elimina.
Venta 2505: sin registro de stock previo, se elimina.
Venta 2506: stock insuficiente (0 < 1) en 2024-10-23.
Venta 2507: sin registro de stock previo, se elimina.
Venta 2508: sin registro de stock previo, se elimina.
Venta 2509: sin registro de stock previo, se elimina.
Venta 2510: sin registro de stock previo, se elimina.
Venta 2511: sin registro de stock previo, se elimina.
Venta 2512: sin registro de stock previo, se elimina.
Venta 2513: sin registro de stock previo, se elimina.
Venta 2514: sin registro de stock previo, se elimina.
Venta 2515: sin registro de stock previo, se elimina.
Venta 2516: sin registro de stock previo, se elimina.
Venta 2517: sin registro de stock previo, se elimina.
Venta 2518: sin registro de stock previo, se elimina.
Venta 2519: sin registro de stock previo, se elimina.
Venta 2520: sin registro de stock previo, se elimina.
Venta 2521: sin registro de stock previo, se elimina.
Venta 2522: sin registro de stock previo, se elimina.
Venta 2523: sin registro de stock previo, se elimina.
Venta 2524: stock insuficiente (0 < 2) en 2024-11-03.
Venta 2525: sin registro de stock previo, se elimina.
Venta 2526: sin registro de stock previo, se elimina.
Venta 2527: sin registro de stock previo, se elimina.
Venta 2528: sin registro de stock previo, se elimina.
Venta 2529: sin registro de stock previo, se elimina.
Venta 2530: sin registro de stock previo, se elimina.
Venta 2531: sin registro de stock previo, se elimina.
Venta 2532: stock insuficiente (0 < 1) en 2024-11-04.
Venta 2533: sin registro de stock previo, se elimina.
Venta 2534: sin registro de stock previo, se elimina.
Venta 2535: sin registro de stock previo, se elimina.
Venta 2536: sin registro de stock previo, se elimina.
Venta 2537: sin registro de stock previo, se elimina.
Venta 2538: sin registro de stock previo, se elimina.
Venta 2539: stock insuficiente (0 < 1) en 2024-11-05.
Venta 2540: sin registro de stock previo, se elimina.
Venta 2541: sin registro de stock previo, se elimina.
Venta 2542: sin registro de stock previo, se elimina.
Venta 2543: sin registro de stock previo, se elimina.
Venta 2544: stock insuficiente (0 < 3) en 2024-11-06.
Venta 2545: sin registro de stock previo, se elimina.
Venta 2546: sin registro de stock previo, se elimina.
Venta 2547: sin registro de stock previo, se elimina.
Venta 2548: sin registro de stock previo, se elimina.
Venta 2549: stock insuficiente (0 < 3) en 2024-11-07.
Venta 2550: sin registro de stock previo, se elimina.
Venta 2551: sin registro de stock previo, se elimina.
Venta 2552: sin registro de stock previo, se elimina.
Venta 2553: sin registro de stock previo, se elimina.
Venta 2554: stock insuficiente (0 < 1) en 2024-11-08.
Venta 2555: sin registro de stock previo, se elimina.
Venta 2556: sin registro de stock previo, se elimina.
Venta 2557: sin registro de stock previo, se elimina.
Venta 2558: sin registro de stock previo, se elimina.
Venta 2559: sin registro de stock previo, se elimina.
Venta 2560: sin registro de stock previo, se elimina.
Venta 2561: sin registro de stock previo, se elimina.
Venta 2562: stock insuficiente (0 < 4) en 2024-11-09.
Venta 2563: sin registro de stock previo, se elimina.
Venta 2564: sin registro de stock previo, se elimina.
Venta 2565: sin registro de stock previo, se elimina.
Venta 2566: sin registro de stock previo, se elimina.
Venta 2567: sin registro de stock previo, se elimina.
Venta 2568: sin registro de stock previo, se elimina.
Venta 2569: sin registro de stock previo, se elimina.
Venta 2570: stock insuficiente (0 < 3) en 2024-11-10.
Venta 2571: sin registro de stock previo, se elimina.
Venta 2572: sin registro de stock previo, se elimina.
Venta 2573: sin registro de stock previo, se elimina.
Venta 2574: sin registro de stock previo, se elimina.
Venta 2575: sin registro de stock previo, se elimina.
Venta 2576: sin registro de stock previo, se elimina.
Venta 2577: stock insuficiente (0 < 1) en 2024-11-11.
Venta 2578: sin registro de stock previo, se elimina.
Venta 2579: sin registro de stock previo, se elimina.
Venta 2580: sin registro de stock previo, se elimina.
Venta 2581: sin registro de stock previo, se elimina.
Venta 2582: sin registro de stock previo, se elimina.
Venta 2583: stock insuficiente (0 < 1) en 2024-11-12.
Venta 2584: sin registro de stock previo, se elimina.
Venta 2585: sin registro de stock previo, se elimina.
Venta 2586: sin registro de stock previo, se elimina.
Venta 2587: sin registro de stock previo, se elimina.
Venta 2588: sin registro de stock previo, se elimina.
Venta 2589: sin registro de stock previo, se elimina.
Venta 2590: sin registro de stock previo, se elimina.
Venta 2591: sin registro de stock previo, se elimina.
Venta 2592: sin registro de stock previo, se elimina.
Venta 2593: sin registro de stock previo, se elimina.
Venta 2594: stock insuficiente (0 < 2) en 2024-11-17.
Venta 2595: sin registro de stock previo, se elimina.
Venta 2596: sin registro de stock previo, se elimina.
Venta 2597: sin registro de stock previo, se elimina.
Venta 2598: sin registro de stock previo, se elimina.
Venta 2599: sin registro de stock previo, se elimina.
Venta 2600: stock insuficiente (0 < 2) en 2024-11-18.
Venta 2601: sin registro de stock previo, se elimina.
Venta 2602: sin registro de stock previo, se elimina.
Venta 2603: sin registro de stock previo, se elimina.
Venta 2604: sin registro de stock previo, se elimina.
Venta 2605: stock insuficiente (0 < 4) en 2024-11-19.
Venta 2606: sin registro de stock previo, se elimina.
Venta 2607: sin registro de stock previo, se elimina.
Venta 2608: sin registro de stock previo, se elimina.
Venta 2609: sin registro de stock previo, se elimina.
Venta 2610: stock insuficiente (0 < 6) en 2024-11-20.
Venta 2611: sin registro de stock previo, se elimina.
Venta 2612: sin registro de stock previo, se elimina.
Venta 2613: sin registro de stock previo, se elimina.
Venta 2614: sin registro de stock previo, se elimina.
Venta 2615: stock insuficiente (0 < 6) en 2024-11-21.
Venta 2616: sin registro de stock previo, se elimina.
Venta 2617: sin registro de stock previo, se elimina.
Venta 2618: sin registro de stock previo, se elimina.
Venta 2619: sin registro de stock previo, se elimina.
Venta 2620: sin registro de stock previo, se elimina.
Venta 2621: sin registro de stock previo, se elimina.
Venta 2622: sin registro de stock previo, se elimina.
Venta 2623: sin registro de stock previo, se elimina.
Venta 2624: sin registro de stock previo, se elimina.
Venta 2625: sin registro de stock previo, se elimina.
Venta 2626: sin registro de stock previo, se elimina.
Venta 2627: sin registro de stock previo, se elimina.
Venta 2628: sin registro de stock previo, se elimina.
Venta 2629: sin registro de stock previo, se elimina.
Venta 2630: sin registro de stock previo, se elimina.
Venta 2631: sin registro de stock previo, se elimina.
Venta 2632: sin registro de stock previo, se elimina.
Venta 2633: sin registro de stock previo, se elimina.
Venta 2634: sin registro de stock previo, se elimina.
Venta 2635: sin registro de stock previo, se elimina.
Venta 2636: sin registro de stock previo, se elimina.
Venta 2637: sin registro de stock previo, se elimina.
Venta 2638: sin registro de stock previo, se elimina.
Venta 2639: sin registro de stock previo, se elimina.
Venta 2640: sin registro de stock previo, se elimina.
Venta 2641: sin registro de stock previo, se elimina.
Venta 2642: sin registro de stock previo, se elimina.
Venta 2643: sin registro de stock previo, se elimina.
Venta 2644: sin registro de stock previo, se elimina.
Venta 2645: sin registro de stock previo, se elimina.
Venta 2646: stock insuficiente (0 < 2) en 2024-12-03.
Venta 2647: sin registro de stock previo, se elimina.
Venta 2648: sin registro de stock previo, se elimina.
Venta 2649: sin registro de stock previo, se elimina.
Venta 2650: sin registro de stock previo, se elimina.
Venta 2651: sin registro de stock previo, se elimina.
Venta 2652: sin registro de stock previo, se elimina.
Venta 2653: stock insuficiente (0 < 1) en 2024-12-04.
Venta 2654: sin registro de stock previo, se elimina.
Venta 2655: sin registro de stock previo, se elimina.
Venta 2656: sin registro de stock previo, se elimina.
Venta 2657: sin registro de stock previo, se elimina.
Venta 2658: stock insuficiente (0 < 1) en 2024-12-05.
Venta 2659: sin registro de stock previo, se elimina.
Venta 2660: sin registro de stock previo, se elimina.
Venta 2661: sin registro de stock previo, se elimina.
Venta 2662: sin registro de stock previo, se elimina.
Venta 2663: stock insuficiente (0 < 2) en 2024-12-06.
Venta 2664: sin registro de stock previo, se elimina.
Venta 2665: sin registro de stock previo, se elimina.
Venta 2666: sin registro de stock previo, se elimina.
Venta 2667: sin registro de stock previo, se elimina.
Venta 2668: stock insuficiente (0 < 1) en 2024-12-07.
Venta 2669: sin registro de stock previo, se elimina.
Venta 2670: sin registro de stock previo, se elimina.
Venta 2671: sin registro de stock previo, se elimina.
Venta 2672: sin registro de stock previo, se elimina.
Venta 2673: stock insuficiente (0 < 1) en 2024-12-08.
Venta 2674: sin registro de stock previo, se elimina.
Venta 2675: sin registro de stock previo, se elimina.
Venta 2676: sin registro de stock previo, se elimina.
Venta 2677: sin registro de stock previo, se elimina.
Venta 2678: stock insuficiente (0 < 2) en 2024-12-09.
Venta 2679: sin registro de stock previo, se elimina.
Venta 2680: sin registro de stock previo, se elimina.
Venta 2681: sin registro de stock previo, se elimina.
Venta 2682: sin registro de stock previo, se elimina.
Venta 2683: sin registro de stock previo, se elimina.
Venta 2684: sin registro de stock previo, se elimina.
Venta 2685: sin registro de stock previo, se elimina.
Venta 2686: stock insuficiente (0 < 2) en 2024-12-10.
Venta 2687: sin registro de stock previo, se elimina.
Venta 2688: sin registro de stock previo, se elimina.
Venta 2689: sin registro de stock previo, se elimina.
Venta 2690: sin registro de stock previo, se elimina.
Venta 2691: sin registro de stock previo, se elimina.
Venta 2692: sin registro de stock previo, se elimina.
Venta 2693: stock insuficiente (0 < 1) en 2024-12-11.
Venta 2694: sin registro de stock previo, se elimina.
Venta 2695: sin registro de stock previo, se elimina.
Venta 2696: sin registro de stock previo, se elimina.
Venta 2697: stock insuficiente (0 < 1) en 2024-12-12.
Venta 2698: sin registro de stock previo, se elimina.
Venta 2699: sin registro de stock previo, se elimina.
Venta 2700: sin registro de stock previo, se elimina.
Venta 2701: stock insuficiente (0 < 2) en 2024-12-13.
Venta 2702: sin registro de stock previo, se elimina.
Venta 2706: sin registro de stock previo, se elimina.
Venta 2707: sin registro de stock previo, se elimina.
Venta 2708: sin registro de stock previo, se elimina.
Venta 2709: sin registro de stock previo, se elimina.
Venta 2711: sin registro de stock previo, se elimina.
Venta 2712: sin registro de stock previo, se elimina.
Venta 2713: sin registro de stock previo, se elimina.
Venta 2714: sin registro de stock previo, se elimina.
Venta 2715: sin registro de stock previo, se elimina.
Venta 2717: sin registro de stock previo, se elimina.
Venta 2718: sin registro de stock previo, se elimina.
Venta 2719: sin registro de stock previo, se elimina.
Venta 2720: sin registro de stock previo, se elimina.
Venta 2721: stock insuficiente (0 < 1) en 2024-12-19.
Venta 2722: sin registro de stock previo, se elimina.
Venta 2723: sin registro de stock previo, se elimina.
Venta 2724: sin registro de stock previo, se elimina.
Venta 2725: sin registro de stock previo, se elimina.
Venta 2726: stock insuficiente (0 < 1) en 2024-12-20.
Venta 2727: sin registro de stock previo, se elimina.
Venta 2728: sin registro de stock previo, se elimina.
Venta 2729: sin registro de stock previo, se elimina.
Venta 2730: sin registro de stock previo, se elimina.
Venta 2732: sin registro de stock previo, se elimina.
Venta 2733: sin registro de stock previo, se elimina.
Venta 2734: stock insuficiente (0 < 3) en 2024-12-22.
Venta 2735: sin registro de stock previo, se elimina.
Venta 2736: sin registro de stock previo, se elimina.
Venta 2738: sin registro de stock previo, se elimina.
Venta 2739: stock insuficiente (0 < 1) en 2024-12-24.
Venta 2740: sin registro de stock previo, se elimina.
Venta 2741: stock insuficiente (0 < 3) en 2024-12-25.
Venta 2742: stock insuficiente (0 < 1) en 2024-12-26.
Venta 2743: sin registro de stock previo, se elimina.
Venta 2744: sin registro de stock previo, se elimina.
Venta 2745: sin registro de stock previo, se elimina.
Venta 2746: sin registro de stock previo, se elimina.
Venta 2747: sin registro de stock previo, se elimina.
Venta 2748: sin registro de stock previo, se elimina.
Venta 2749: sin registro de stock previo, se elimina.
Venta 2750: sin registro de stock previo, se elimina.
Venta 2751: sin registro de stock previo, se elimina.
Venta 2752: sin registro de stock previo, se elimina.
Venta 2753: sin registro de stock previo, se elimina.
Venta 2754: sin registro de stock previo, se elimina.
Venta 2755: sin registro de stock previo, se elimina.
Venta 2756: sin registro de stock previo, se elimina.
Venta 2757: sin registro de stock previo, se elimina.
Venta 2758: sin registro de stock previo, se elimina.
Venta 2759: sin registro de stock previo, se elimina.
Venta 2760: stock insuficiente (0 < 3) en 2025-01-03.
Venta 2761: sin registro de stock previo, se elimina.
Venta 2762: sin registro de stock previo, se elimina.
Venta 2763: sin registro de stock previo, se elimina.
Venta 2764: sin registro de stock previo, se elimina.
Venta 2765: sin registro de stock previo, se elimina.
Venta 2766: sin registro de stock previo, se elimina.
Venta 2767: sin registro de stock previo, se elimina.
Venta 2768: stock insuficiente (0 < 4) en 2025-01-04.
Venta 2769: sin registro de stock previo, se elimina.
Venta 2770: sin registro de stock previo, se elimina.
Venta 2771: sin registro de stock previo, se elimina.
Venta 2772: sin registro de stock previo, se elimina.
Venta 2773: sin registro de stock previo, se elimina.
Venta 2774: sin registro de stock previo, se elimina.
Venta 2775: stock insuficiente (0 < 1) en 2025-01-05.
Venta 2776: sin registro de stock previo, se elimina.
Venta 2777: sin registro de stock previo, se elimina.
Venta 2778: sin registro de stock previo, se elimina.
Venta 2779: sin registro de stock previo, se elimina.
Venta 2780: sin registro de stock previo, se elimina.
Venta 2781: stock insuficiente (0 < 4) en 2025-01-06.
Venta 2782: sin registro de stock previo, se elimina.
Venta 2783: sin registro de stock previo, se elimina.
Venta 2784: sin registro de stock previo, se elimina.
Venta 2785: sin registro de stock previo, se elimina.
Venta 2786: stock insuficiente (0 < 1) en 2025-01-07.
Venta 2787: sin registro de stock previo, se elimina.
Venta 2788: sin registro de stock previo, se elimina.
Venta 2789: sin registro de stock previo, se elimina.
Venta 2790: sin registro de stock previo, se elimina.
Venta 2791: stock insuficiente (0 < 1) en 2025-01-08.
Venta 2792: sin registro de stock previo, se elimina.
Venta 2793: sin registro de stock previo, se elimina.
Venta 2794: sin registro de stock previo, se elimina.
Venta 2795: sin registro de stock previo, se elimina.
Venta 2796: sin registro de stock previo, se elimina.
Venta 2797: sin registro de stock previo, se elimina.
Venta 2798: sin registro de stock previo, se elimina.
Venta 2799: stock insuficiente (0 < 2) en 2025-01-09.
Venta 2800: sin registro de stock previo, se elimina.
Venta 2801: sin registro de stock previo, se elimina.
Venta 2802: sin registro de stock previo, se elimina.
Venta 2803: sin registro de stock previo, se elimina.
Venta 2804: sin registro de stock previo, se elimina.
Venta 2805: sin registro de stock previo, se elimina.
Venta 2806: sin registro de stock previo, se elimina.
Venta 2807: stock insuficiente (0 < 4) en 2025-01-10.
Venta 2808: sin registro de stock previo, se elimina.
Venta 2809: sin registro de stock previo, se elimina.
Venta 2810: sin registro de stock previo, se elimina.
Venta 2811: sin registro de stock previo, se elimina.
Venta 2812: sin registro de stock previo, se elimina.
Venta 2813: sin registro de stock previo, se elimina.
Venta 2814: sin registro de stock previo, se elimina.
Venta 2815: sin registro de stock previo, se elimina.
Venta 2816: sin registro de stock previo, se elimina.
Venta 2817: sin registro de stock previo, se elimina.
Venta 2818: sin registro de stock previo, se elimina.
Venta 2819: sin registro de stock previo, se elimina.
Venta 2820: sin registro de stock previo, se elimina.
Venta 2821: sin registro de stock previo, se elimina.
Venta 2822: sin registro de stock previo, se elimina.
Venta 2823: sin registro de stock previo, se elimina.
Venta 2824: sin registro de stock previo, se elimina.
Venta 2825: stock insuficiente (0 < 4) en 2025-01-17.
Venta 2826: sin registro de stock previo, se elimina.
Venta 2827: sin registro de stock previo, se elimina.
Venta 2828: sin registro de stock previo, se elimina.
Venta 2829: sin registro de stock previo, se elimina.
Venta 2830: sin registro de stock previo, se elimina.
Venta 2831: stock insuficiente (0 < 1) en 2025-01-18.
Venta 2832: sin registro de stock previo, se elimina.
Venta 2833: sin registro de stock previo, se elimina.
Venta 2834: sin registro de stock previo, se elimina.
Venta 2835: sin registro de stock previo, se elimina.
Venta 2836: stock insuficiente (0 < 7) en 2025-01-19.
Venta 2837: sin registro de stock previo, se elimina.
Venta 2838: sin registro de stock previo, se elimina.
Venta 2839: sin registro de stock previo, se elimina.
Venta 2840: sin registro de stock previo, se elimina.
Venta 2841: stock insuficiente (0 < 4) en 2025-01-20.
Venta 2842: sin registro de stock previo, se elimina.
Venta 2843: sin registro de stock previo, se elimina.
Venta 2844: sin registro de stock previo, se elimina.
Venta 2845: sin registro de stock previo, se elimina.
Venta 2846: stock insuficiente (0 < 2) en 2025-01-21.
Venta 2847: sin registro de stock previo, se elimina.
Venta 2848: sin registro de stock previo, se elimina.
Venta 2849: sin registro de stock previo, se elimina.
Venta 2850: stock insuficiente (0 < 2) en 2025-01-22.
Venta 2851: sin registro de stock previo, se elimina.
Venta 2852: sin registro de stock previo, se elimina.
Venta 2853: sin registro de stock previo, se elimina.
Venta 2854: sin registro de stock previo, se elimina.
Venta 2855: sin registro de stock previo, se elimina.
Venta 2856: sin registro de stock previo, se elimina.
Venta 2857: sin registro de stock previo, se elimina.
Venta 2858: sin registro de stock previo, se elimina.
Venta 2859: sin registro de stock previo, se elimina.
Venta 2860: sin registro de stock previo, se elimina.
Venta 2861: sin registro de stock previo, se elimina.
Venta 2862: sin registro de stock previo, se elimina.
Venta 2863: sin registro de stock previo, se elimina.
Venta 2864: sin registro de stock previo, se elimina.
Venta 2865: sin registro de stock previo, se elimina.
Venta 2866: sin registro de stock previo, se elimina.
Venta 2867: sin registro de stock previo, se elimina.
Venta 2868: sin registro de stock previo, se elimina.
Venta 2869: sin registro de stock previo, se elimina.
Venta 2870: sin registro de stock previo, se elimina.
Venta 2871: sin registro de stock previo, se elimina.
Venta 2872: sin registro de stock previo, se elimina.
Venta 2873: stock insuficiente (0 < 2) en 2025-02-03.
Venta 2874: sin registro de stock previo, se elimina.
Venta 2875: sin registro de stock previo, se elimina.
Venta 2876: sin registro de stock previo, se elimina.
Venta 2877: sin registro de stock previo, se elimina.
Venta 2878: sin registro de stock previo, se elimina.
Venta 2879: sin registro de stock previo, se elimina.
Venta 2880: sin registro de stock previo, se elimina.
Venta 2881: stock insuficiente (0 < 4) en 2025-02-04.
Venta 2882: sin registro de stock previo, se elimina.
Venta 2883: sin registro de stock previo, se elimina.
Venta 2884: sin registro de stock previo, se elimina.
Venta 2885: sin registro de stock previo, se elimina.
Venta 2886: sin registro de stock previo, se elimina.
Venta 2887: stock insuficiente (0 < 4) en 2025-02-05.
Venta 2888: sin registro de stock previo, se elimina.
Venta 2889: sin registro de stock previo, se elimina.
Venta 2890: sin registro de stock previo, se elimina.
Venta 2891: sin registro de stock previo, se elimina.
Venta 2892: sin registro de stock previo, se elimina.
Venta 2893: stock insuficiente (0 < 2) en 2025-02-06.
Venta 2894: sin registro de stock previo, se elimina.
Venta 2895: sin registro de stock previo, se elimina.
Venta 2896: sin registro de stock previo, se elimina.
Venta 2897: sin registro de stock previo, se elimina.
Venta 2898: stock insuficiente (0 < 2) en 2025-02-07.
Venta 2899: sin registro de stock previo, se elimina.
Venta 2900: sin registro de stock previo, se elimina.
Venta 2901: sin registro de stock previo, se elimina.
Venta 2902: sin registro de stock previo, se elimina.
Venta 2903: stock insuficiente (0 < 2) en 2025-02-08.
