id_venta,Fecha,Cliente,Almacen,Producto,Cantidad_Vendida,Precio_Venta,Monto_Venta,Vendedor,TIPO_PRODUCTO
3727,2025-08-22,Cliente 33,SURCO,"LLANTAS 18""",4,60.3,241.2,Vendedor 2,REPUESTOS
3728,2025-08-22,Cliente 5,SURCO,BATERÍA DE 18 PLACAS,2,108.9,217.8,Vendedor 5,REPUESTOS
3729,2025-08-23,Cliente 35,SURCO,AMORTIGUADORES POSTERIORES,3,120.6,361.8,Vendedor 2,REPUESTOS
3730,2025-08-23,Cliente 2,LA MOLINA,"LLANTAS 18""",2,60.3,120.6,Vendedor 1,REPUESTOS
3731,2025-08-23,Cliente 14,LA MOLINA,BATERÍA DE 18 PLACAS,1,108.9,108.9,Vendedor 3,REPUESTOS
3732,2025-08-24,Cliente 8,LA MOLINA,AMORTIGUADORES POSTERIORES,3,120.6,361.8,Vendedor 7,REPUESTOS
3733,2025-08-25,Cliente 22,SURCO,AMORTIGUADORES POSTERIORES,3,120.6,361.8,Vendedor 7,REPUESTOS
3734,2025-09-01,Cliente 3,LA MOLINA,AUTO HONDA ACCORD 2014,1,25500.0,25500.0,Vendedor 6,AUTOS
3735,2025-09-01,Cliente 36,LA MOLINA,AUTO HONDA CIVIC 2014,1,24000.0,24000.0,Vendedor 8,AUTOS
3736,2025-09-01,Cliente 40,SURCO,AUTO HONDA ODISSEY 2013,1,24000.0,24000.0,Vendedor 7,AUTOS
3737,2025-09-01,Cliente 1,SURCO,AUTO HONDA CRV 2014,1,29500.0,29500.0,Vendedor 3,AUTOS
3738,2025-09-01,Cliente 33,SURCO,AUTO HONDA PILOT 2013,1,24500.0,24500.0,Vendedor 8,AUTOS
3739,2025-09-01,Cliente 33,SURCO,AUTO HONDA FIT 2016,1,22500.0,22500.0,Vendedor 3,AUTOS
3740,2025-09-02,Cliente 38,LA MOLINA,AUTO HONDA ACCORD 2014,1,25500.0,25500.0,Vendedor 2,AUTOS
3741,2025-09-02,Cliente 12,LA MOLINA,AUTO HONDA CIVIC 2014,1,24000.0,24000.0,Vendedor 8,AUTOS
3742,2025-09-02,Cliente 11,LA MOLINA,AUTO HONDA ODISSEY 2013,1,24000.0,24000.0,Vendedor 1,AUTOS
3743,2025-09-02,Cliente 39,LA MOLINA,AUTO HONDA CRV 2014,1,29500.0,29500.0,Vendedor 6,AUTOS
3744,2025-09-02,Cliente 8,SURCO,AUTO HONDA PILOT 2013,1,24500.0,24500.0,Vendedor 3,AUTOS
3745,2025-09-03,Cliente 1,SURCO,AUTO HONDA CIVIC 2014,1,24000.0,24000.0,Vendedor 7,AUTOS
3746,2025-09-03,Cliente 50,SURCO,AUTO HONDA ODISSEY 2013,1,24000.0,24000.0,Vendedor 7,AUTOS
3747,2025-09-03,Cliente 20,SURCO,AUTO HONDA CRV 2014,1,29500.0,29500.0,Vendedor 3,AUTOS
3748,2025-09-03,Cliente 22,SURCO,AUTO HONDA PILOT 2013,1,24500.0,24500.0,Vendedor 10,AUTOS
3749,2025-09-03,Cliente 46,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,99.7,199.4,Vendedor 8,REPUESTOS
3750,2025-09-03,Cliente 7,SURCO,FILTRO DE COMBUSTIBLE,1,100.1,100.1,Vendedor 3,REPUESTOS
3751,2025-09-03,Cliente 48,SURCO,AMORTIGUADORES DELANTEROS,2,280.5,561.0,Vendedor 10,REPUESTOS
3752,2025-09-03,Cliente 29,SURCO,AMORTIGUADORES POSTERIORES,3,127.2,381.6,Vendedor 8,REPUESTOS
3753,2025-09-03,Cliente 2,LA MOLINA,"LLANTAS 18""",2,92.1,184.2,Vendedor 9,REPUESTOS
3754,2025-09-03,Cliente 41,LA MOLINA,BATERÍA DE 18 PLACAS,1,112.3,112.3,Vendedor 9,REPUESTOS
3755,2025-09-04,Cliente 27,SURCO,AUTO HONDA CIVIC 2014,1,24000.0,24000.0,Vendedor 8,AUTOS
3756,2025-09-04,Cliente 18,SURCO,AUTO HONDA ODISSEY 2013,1,24000.0,24000.0,Vendedor 7,AUTOS
3757,2025-09-04,Cliente 5,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,99.7,299.1,Vendedor 2,REPUESTOS
3758,2025-09-04,Cliente 43,LA MOLINA,AMORTIGUADORES DELANTEROS,1,280.5,280.5,Vendedor 6,REPUESTOS
3759,2025-09-04,Cliente 33,LA MOLINA,AMORTIGUADORES POSTERIORES,2,127.2,254.4,Vendedor 4,REPUESTOS
3760,2025-09-04,Cliente 2,SURCO,"LLANTAS 18""",1,92.1,92.1,Vendedor 3,REPUESTOS
3761,2025-09-04,Cliente 37,SURCO,BATERÍA DE 18 PLACAS,1,112.3,112.3,Vendedor 3,REPUESTOS
3762,2025-09-05,Cliente 29,SURCO,AUTO HONDA ODISSEY 2013,1,24000.0,24000.0,Vendedor 9,AUTOS
3763,2025-09-05,Cliente 31,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,99.7,199.4,Vendedor 2,REPUESTOS
3764,2025-09-05,Cliente 8,LA MOLINA,AMORTIGUADORES DELANTEROS,2,280.5,561.0,Vendedor 9,REPUESTOS
3765,2025-09-05,Cliente 13,SURCO,AMORTIGUADORES POSTERIORES,1,127.2,127.2,Vendedor 3,REPUESTOS
3766,2025-09-05,Cliente 48,SURCO,"LLANTAS 18""",2,92.1,184.2,Vendedor 7,REPUESTOS
3767,2025-09-05,Cliente 24,SURCO,BATERÍA DE 18 PLACAS,1,112.3,112.3,Vendedor 1,REPUESTOS
3768,2025-09-06,Cliente 8,SURCO,AUTO HONDA ODISSEY 2013,1,24000.0,24000.0,Vendedor 9,AUTOS
3769,2025-09-06,Cliente 38,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,99.7,299.1,Vendedor 9,REPUESTOS
3770,2025-09-06,Cliente 9,LA MOLINA,AMORTIGUADORES DELANTEROS,1,280.5,280.5,Vendedor 6,REPUESTOS
3771,2025-09-06,Cliente 14,LA MOLINA,AMORTIGUADORES POSTERIORES,1,127.2,127.2,Vendedor 4,REPUESTOS
3772,2025-09-06,Cliente 31,LA MOLINA,"LLANTAS 18""",2,92.1,184.2,Vendedor 4,REPUESTOS
3773,2025-09-06,Cliente 12,SURCO,BATERÍA DE 18 PLACAS,1,112.3,112.3,Vendedor 7,REPUESTOS
3774,2025-09-07,Cliente 10,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,99.7,299.1,Vendedor 3,REPUESTOS
3775,2025-09-07,Cliente 31,SURCO,AMORTIGUADORES DELANTEROS,2,280.5,561.0,Vendedor 9,REPUESTOS
3776,2025-09-07,Cliente 16,SURCO,AMORTIGUADORES POSTERIORES,1,127.2,127.2,Vendedor 7,REPUESTOS
3777,2025-09-07,Cliente 17,SURCO,"LLANTAS 18""",2,92.1,184.2,Vendedor 7,REPUESTOS
3778,2025-09-07,Cliente 49,SURCO,BATERÍA DE 18 PLACAS,1,112.3,112.3,Vendedor 7,REPUESTOS
3779,2025-09-08,Cliente 50,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,99.7,99.7,Vendedor 7,REPUESTOS
3780,2025-09-08,Cliente 43,SURCO,AMORTIGUADORES DELANTEROS,1,280.5,280.5,Vendedor 6,REPUESTOS
3781,2025-09-08,Cliente 39,LA MOLINA,AMORTIGUADORES POSTERIORES,2,127.2,254.4,Vendedor 4,REPUESTOS
3782,2025-09-08,Cliente 40,LA MOLINA,"LLANTAS 18""",1,92.1,92.1,Vendedor 9,REPUESTOS
3783,2025-09-08,Cliente 42,LA MOLINA,BATERÍA DE 18 PLACAS,1,112.3,112.3,Vendedor 3,REPUESTOS
3784,2025-09-09,Cliente 39,SURCO,AUTO HONDA PILOT 2013,1,24500.0,24500.0,Vendedor 9,AUTOS
3785,2025-09-09,Cliente 32,SURCO,AUTO HONDA FIT 2016,1,22500.0,22500.0,Vendedor 2,AUTOS
3786,2025-09-09,Cliente 39,SURCO,AUTO HONDA CITY 2016,1,25000.0,25000.0,Vendedor 1,AUTOS
3787,2025-09-09,Cliente 36,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,99.7,199.4,Vendedor 2,REPUESTOS
3788,2025-09-09,Cliente 24,SURCO,AMORTIGUADORES DELANTEROS,2,280.5,561.0,Vendedor 5,REPUESTOS
3789,2025-09-09,Cliente 30,LA MOLINA,AMORTIGUADORES POSTERIORES,2,127.2,254.4,Vendedor 6,REPUESTOS
3790,2025-09-09,Cliente 20,LA MOLINA,"LLANTAS 18""",2,92.1,184.2,Vendedor 8,REPUESTOS
3791,2025-09-09,Cliente 25,LA MOLINA,BATERÍA DE 18 PLACAS,1,112.3,112.3,Vendedor 10,REPUESTOS
3792,2025-09-10,Cliente 31,SURCO,AUTO HONDA FIT 2016,1,22500.0,22500.0,Vendedor 6,AUTOS
3793,2025-09-10,Cliente 45,SURCO,AUTO HONDA CITY 2016,1,25000.0,25000.0,Vendedor 8,AUTOS
3794,2025-09-10,Cliente 17,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,99.7,199.4,Vendedor 5,REPUESTOS
3795,2025-09-10,Cliente 39,LA MOLINA,AMORTIGUADORES DELANTEROS,3,280.5,841.5,Vendedor 9,REPUESTOS
3796,2025-09-10,Cliente 21,LA MOLINA,AMORTIGUADORES POSTERIORES,1,127.2,127.2,Vendedor 4,REPUESTOS
3797,2025-09-10,Cliente 20,LA MOLINA,"LLANTAS 18""",1,92.1,92.1,Vendedor 4,REPUESTOS
3798,2025-09-10,Cliente 34,LA MOLINA,BATERÍA DE 18 PLACAS,1,112.3,112.3,Vendedor 7,REPUESTOS
3799,2025-09-11,Cliente 17,SURCO,AUTO HONDA FIT 2016,1,22500.0,22500.0,Vendedor 10,AUTOS
3800,2025-09-11,Cliente 43,SURCO,AUTO HONDA CITY 2016,1,25000.0,25000.0,Vendedor 4,AUTOS
3801,2025-09-11,Cliente 50,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,99.7,99.7,Vendedor 5,REPUESTOS
3802,2025-09-11,Cliente 46,LA MOLINA,AMORTIGUADORES DELANTEROS,2,280.5,561.0,Vendedor 9,REPUESTOS
3803,2025-09-11,Cliente 14,LA MOLINA,AMORTIGUADORES POSTERIORES,2,127.2,254.4,Vendedor 8,REPUESTOS
3804,2025-09-11,Cliente 47,SURCO,"LLANTAS 18""",1,92.1,92.1,Vendedor 5,REPUESTOS
3805,2025-09-11,Cliente 14,SURCO,BATERÍA DE 18 PLACAS,1,112.3,112.3,Vendedor 10,REPUESTOS
3806,2025-09-12,Cliente 12,SURCO,AUTO HONDA CITY 2016,1,25000.0,25000.0,Vendedor 8,AUTOS
3807,2025-09-12,Cliente 26,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,99.7,99.7,Vendedor 8,REPUESTOS
3808,2025-09-12,Cliente 35,LA MOLINA,AMORTIGUADORES DELANTEROS,1,280.5,280.5,Vendedor 6,REPUESTOS
3809,2025-09-12,Cliente 39,SURCO,AMORTIGUADORES POSTERIORES,1,127.2,127.2,Vendedor 2,REPUESTOS
3810,2025-09-12,Cliente 25,SURCO,"LLANTAS 18""",2,92.1,184.2,Vendedor 9,REPUESTOS
3811,2025-09-12,Cliente 1,LA MOLINA,BATERÍA DE 18 PLACAS,1,112.3,112.3,Vendedor 2,REPUESTOS
3812,2025-09-13,Cliente 17,SURCO,AUTO HONDA CITY 2016,1,25000.0,25000.0,Vendedor 8,AUTOS
3813,2025-09-13,Cliente 33,SURCO,AMORTIGUADORES DELANTEROS,3,280.5,841.5,Vendedor 10,REPUESTOS
3814,2025-09-13,Cliente 18,SURCO,AMORTIGUADORES POSTERIORES,2,127.2,254.4,Vendedor 1,REPUESTOS
3815,2025-09-13,Cliente 39,LA MOLINA,"LLANTAS 18""",2,92.1,184.2,Vendedor 2,REPUESTOS
3816,2025-09-14,Cliente 8,SURCO,AMORTIGUADORES POSTERIORES,2,127.2,254.4,Vendedor 3,REPUESTOS
3817,2025-09-14,Cliente 24,SURCO,"LLANTAS 18""",1,92.1,92.1,Vendedor 1,REPUESTOS
3818,2025-09-15,Cliente 9,SURCO,"LLANTAS 18""",1,92.1,92.1,Vendedor 2,REPUESTOS
3819,2025-09-17,Cliente 19,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,99.7,299.1,Vendedor 7,REPUESTOS
3820,2025-09-17,Cliente 15,SURCO,AMORTIGUADORES DELANTEROS,2,280.5,561.0,Vendedor 10,REPUESTOS
3821,2025-09-17,Cliente 16,LA MOLINA,AMORTIGUADORES POSTERIORES,3,127.2,381.6,Vendedor 3,REPUESTOS
3822,2025-09-17,Cliente 49,LA MOLINA,"LLANTAS 18""",1,92.1,92.1,Vendedor 4,REPUESTOS
3823,2025-09-17,Cliente 14,LA MOLINA,BATERÍA DE 18 PLACAS,1,112.3,112.3,Vendedor 9,REPUESTOS
3824,2025-09-18,Cliente 11,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,5,99.7,498.5,Vendedor 2,REPUESTOS
3825,2025-09-18,Cliente 32,LA MOLINA,AMORTIGUADORES DELANTEROS,5,280.5,1402.5,Vendedor 2,REPUESTOS
3826,2025-09-18,Cliente 27,SURCO,AMORTIGUADORES POSTERIORES,1,127.2,127.2,Vendedor 4,REPUESTOS
3827,2025-09-18,Cliente 40,LA MOLINA,"LLANTAS 18""",1,92.1,92.1,Vendedor 3,REPUESTOS
3828,2025-09-18,Cliente 18,SURCO,BATERÍA DE 18 PLACAS,1,112.3,112.3,Vendedor 2,REPUESTOS
3829,2025-09-19,Cliente 43,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,99.7,99.7,Vendedor 5,REPUESTOS
3830,2025-09-19,Cliente 29,LA MOLINA,AMORTIGUADORES DELANTEROS,4,280.5,1122.0,Vendedor 4,REPUESTOS
3831,2025-09-19,Cliente 6,SURCO,AMORTIGUADORES POSTERIORES,2,127.2,254.4,Vendedor 7,REPUESTOS
3832,2025-09-19,Cliente 10,LA MOLINA,"LLANTAS 18""",4,92.1,368.4,Vendedor 7,REPUESTOS
3833,2025-09-19,Cliente 35,SURCO,BATERÍA DE 18 PLACAS,2,112.3,224.6,Vendedor 5,REPUESTOS
3834,2025-09-20,Cliente 28,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,99.7,199.4,Vendedor 9,REPUESTOS
3835,2025-09-20,Cliente 2,LA MOLINA,AMORTIGUADORES DELANTEROS,1,280.5,280.5,Vendedor 8,REPUESTOS
3836,2025-09-20,Cliente 29,LA MOLINA,AMORTIGUADORES POSTERIORES,5,127.2,636.0,Vendedor 10,REPUESTOS
3837,2025-09-20,Cliente 10,LA MOLINA,"LLANTAS 18""",2,92.1,184.2,Vendedor 2,REPUESTOS
3838,2025-09-20,Cliente 26,SURCO,BATERÍA DE 18 PLACAS,2,112.3,224.6,Vendedor 4,REPUESTOS
3839,2025-09-21,Cliente 23,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,99.7,199.4,Vendedor 7,REPUESTOS
3840,2025-09-21,Cliente 46,SURCO,AMORTIGUADORES DELANTEROS,5,280.5,1402.5,Vendedor 5,REPUESTOS
3841,2025-09-21,Cliente 39,LA MOLINA,AMORTIGUADORES POSTERIORES,2,127.2,254.4,Vendedor 8,REPUESTOS
3842,2025-09-21,Cliente 42,SURCO,"LLANTAS 18""",1,92.1,92.1,Vendedor 2,REPUESTOS
3843,2025-09-21,Cliente 25,LA MOLINA,BATERÍA DE 18 PLACAS,2,112.3,224.6,Vendedor 10,REPUESTOS
3844,2025-09-22,Cliente 25,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,99.7,299.1,Vendedor 1,REPUESTOS
3845,2025-09-22,Cliente 47,SURCO,AMORTIGUADORES DELANTEROS,3,280.5,841.5,Vendedor 8,REPUESTOS
3846,2025-09-22,Cliente 28,SURCO,AMORTIGUADORES POSTERIORES,4,127.2,508.8,Vendedor 5,REPUESTOS
3847,2025-09-22,Cliente 18,SURCO,"LLANTAS 18""",3,92.1,276.3,Vendedor 6,REPUESTOS
3848,2025-09-22,Cliente 11,LA MOLINA,BATERÍA DE 18 PLACAS,2,112.3,224.6,Vendedor 3,REPUESTOS
3849,2025-09-23,Cliente 3,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,99.7,199.4,Vendedor 7,REPUESTOS
3850,2025-09-23,Cliente 6,SURCO,AMORTIGUADORES POSTERIORES,1,127.2,127.2,Vendedor 3,REPUESTOS
3851,2025-09-23,Cliente 17,SURCO,"LLANTAS 18""",1,92.1,92.1,Vendedor 2,REPUESTOS
3852,2025-09-24,Cliente 10,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,99.7,199.4,Vendedor 5,REPUESTOS
3853,2025-09-24,Cliente 12,SURCO,AMORTIGUADORES POSTERIORES,2,127.2,254.4,Vendedor 4,REPUESTOS
3854,2025-09-24,Cliente 11,LA MOLINA,"LLANTAS 18""",2,92.1,184.2,Vendedor 9,REPUESTOS
3855,2025-09-25,Cliente 19,SURCO,"LLANTAS 18""",1,92.1,92.1,Vendedor 9,REPUESTOS
3856,2025-09-26,Cliente 13,SURCO,"LLANTAS 18""",2,92.1,184.2,Vendedor 10,REPUESTOS
3857,2025-09-27,Cliente 50,SURCO,"LLANTAS 18""",1,92.1,92.1,Vendedor 8,REPUESTOS
3858,2025-10-01,Cliente 9,SURCO,AUTO HONDA ACCORD 2014,1,17500.0,17500.0,Vendedor 4,AUTOS
3859,2025-10-01,Cliente 37,LA MOLINA,AUTO HONDA CIVIC 2014,1,24000.0,24000.0,Vendedor 5,AUTOS
3860,2025-10-01,Cliente 16,LA MOLINA,AUTO HONDA ODISSEY 2013,1,25000.0,25000.0,Vendedor 8,AUTOS
3861,2025-10-01,Cliente 46,SURCO,AUTO HONDA CRV 2014,1,28000.0,28000.0,Vendedor 2,AUTOS
3862,2025-10-01,Cliente 11,SURCO,AUTO HONDA PILOT 2013,1,30500.0,30500.0,Vendedor 10,AUTOS
3863,2025-10-01,Cliente 5,SURCO,AUTO HONDA FIT 2016,1,19500.0,19500.0,Vendedor 7,AUTOS
3864,2025-10-01,Cliente 19,SURCO,FILTRO DE COMBUSTIBLE,1,111.2,111.2,Vendedor 8,REPUESTOS
3865,2025-10-02,Cliente 36,LA MOLINA,AUTO HONDA CIVIC 2014,1,24000.0,24000.0,Vendedor 9,AUTOS
3866,2025-10-02,Cliente 34,LA MOLINA,AUTO HONDA ODISSEY 2013,1,25000.0,25000.0,Vendedor 8,AUTOS
3867,2025-10-02,Cliente 39,LA MOLINA,AUTO HONDA CRV 2014,1,28000.0,28000.0,Vendedor 10,AUTOS
3868,2025-10-02,Cliente 49,LA MOLINA,FILTRO DE COMBUSTIBLE,1,111.2,111.2,Vendedor 5,REPUESTOS
3869,2025-10-03,Cliente 9,LA MOLINA,AUTO HONDA CIVIC 2014,1,24000.0,24000.0,Vendedor 1,AUTOS
3870,2025-10-03,Cliente 5,SURCO,AUTO HONDA CRV 2014,1,28000.0,28000.0,Vendedor 10,AUTOS
3871,2025-10-03,Cliente 8,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,135.1,270.2,Vendedor 10,REPUESTOS
3872,2025-10-03,Cliente 25,LA MOLINA,AMORTIGUADORES DELANTEROS,2,220.4,440.8,Vendedor 5,REPUESTOS
3873,2025-10-03,Cliente 21,SURCO,AMORTIGUADORES POSTERIORES,2,133.8,267.6,Vendedor 8,REPUESTOS
3874,2025-10-03,Cliente 14,SURCO,"LLANTAS 18""",2,90.0,180.0,Vendedor 7,REPUESTOS
3875,2025-10-03,Cliente 29,SURCO,BATERÍA DE 18 PLACAS,1,124.3,124.3,Vendedor 10,REPUESTOS
3876,2025-10-04,Cliente 42,SURCO,AUTO HONDA CIVIC 2014,1,24000.0,24000.0,Vendedor 5,AUTOS
3877,2025-10-04,Cliente 16,LA MOLINA,AUTO HONDA CRV 2014,1,28000.0,28000.0,Vendedor 3,AUTOS
3878,2025-10-04,Cliente 29,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,135.1,135.1,Vendedor 5,REPUESTOS
3879,2025-10-04,Cliente 30,LA MOLINA,AMORTIGUADORES DELANTEROS,2,220.4,440.8,Vendedor 8,REPUESTOS
3880,2025-10-04,Cliente 30,SURCO,AMORTIGUADORES POSTERIORES,2,133.8,267.6,Vendedor 3,REPUESTOS
3881,2025-10-04,Cliente 16,SURCO,"LLANTAS 18""",4,90.0,360.0,Vendedor 3,REPUESTOS
3882,2025-10-04,Cliente 19,SURCO,BATERÍA DE 18 PLACAS,1,124.3,124.3,Vendedor 6,REPUESTOS
3883,2025-10-05,Cliente 23,SURCO,AUTO HONDA CIVIC 2014,1,24000.0,24000.0,Vendedor 8,AUTOS
3884,2025-10-05,Cliente 42,LA MOLINA,AUTO HONDA CRV 2014,1,28000.0,28000.0,Vendedor 7,AUTOS
3885,2025-10-05,Cliente 23,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,135.1,135.1,Vendedor 9,REPUESTOS
3886,2025-10-05,Cliente 3,LA MOLINA,AMORTIGUADORES DELANTEROS,3,220.4,661.2,Vendedor 8,REPUESTOS
3887,2025-10-05,Cliente 22,LA MOLINA,AMORTIGUADORES POSTERIORES,1,133.8,133.8,Vendedor 4,REPUESTOS
3888,2025-10-05,Cliente 1,SURCO,"LLANTAS 18""",3,90.0,270.0,Vendedor 2,REPUESTOS
3889,2025-10-05,Cliente 48,SURCO,BATERÍA DE 18 PLACAS,1,124.3,124.3,Vendedor 9,REPUESTOS
3890,2025-10-06,Cliente 4,SURCO,AUTO HONDA CIVIC 2014,1,24000.0,24000.0,Vendedor 1,AUTOS
3891,2025-10-06,Cliente 2,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,2,135.1,270.2,Vendedor 8,REPUESTOS
3892,2025-10-06,Cliente 40,LA MOLINA,AMORTIGUADORES DELANTEROS,2,220.4,440.8,Vendedor 8,REPUESTOS
3893,2025-10-06,Cliente 19,LA MOLINA,AMORTIGUADORES POSTERIORES,2,133.8,267.6,Vendedor 6,REPUESTOS
3894,2025-10-06,Cliente 29,SURCO,"LLANTAS 18""",1,90.0,90.0,Vendedor 8,REPUESTOS
3895,2025-10-06,Cliente 49,LA MOLINA,BATERÍA DE 18 PLACAS,1,124.3,124.3,Vendedor 9,REPUESTOS
3896,2025-10-07,Cliente 10,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,135.1,135.1,Vendedor 7,REPUESTOS
3897,2025-10-07,Cliente 47,LA MOLINA,AMORTIGUADORES DELANTEROS,1,220.4,220.4,Vendedor 5,REPUESTOS
3898,2025-10-07,Cliente 49,SURCO,AMORTIGUADORES POSTERIORES,1,133.8,133.8,Vendedor 4,REPUESTOS
3899,2025-10-07,Cliente 18,LA MOLINA,"LLANTAS 18""",1,90.0,90.0,Vendedor 7,REPUESTOS
3900,2025-10-07,Cliente 3,SURCO,BATERÍA DE 18 PLACAS,1,124.3,124.3,Vendedor 1,REPUESTOS
3901,2025-10-08,Cliente 9,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,135.1,405.3,Vendedor 4,REPUESTOS
3902,2025-10-08,Cliente 27,SURCO,AMORTIGUADORES DELANTEROS,2,220.4,440.8,Vendedor 3,REPUESTOS
3903,2025-10-08,Cliente 14,LA MOLINA,AMORTIGUADORES POSTERIORES,2,133.8,267.6,Vendedor 1,REPUESTOS
3904,2025-10-08,Cliente 3,LA MOLINA,"LLANTAS 18""",1,90.0,90.0,Vendedor 5,REPUESTOS
3905,2025-10-08,Cliente 5,LA MOLINA,BATERÍA DE 18 PLACAS,1,124.3,124.3,Vendedor 4,REPUESTOS
3906,2025-10-09,Cliente 44,SURCO,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,4,135.1,540.4,Vendedor 8,REPUESTOS
3907,2025-10-09,Cliente 43,SURCO,AMORTIGUADORES DELANTEROS,1,220.4,220.4,Vendedor 8,REPUESTOS
3908,2025-10-09,Cliente 31,LA MOLINA,AMORTIGUADORES POSTERIORES,2,133.8,267.6,Vendedor 5,REPUESTOS
3909,2025-10-09,Cliente 34,LA MOLINA,"LLANTAS 18""",3,90.0,270.0,Vendedor 3,REPUESTOS
3910,2025-10-09,Cliente 39,LA MOLINA,BATERÍA DE 18 PLACAS,1,124.3,124.3,Vendedor 4,REPUESTOS
3911,2025-10-10,Cliente 2,SURCO,AUTO HONDA PILOT 2013,1,30500.0,30500.0,Vendedor 7,AUTOS
3912,2025-10-10,Cliente 18,SURCO,AUTO HONDA FIT 2016,1,19500.0,19500.0,Vendedor 6,AUTOS
3913,2025-10-10,Cliente 32,SURCO,AUTO HONDA CITY 2016,1,27000.0,27000.0,Vendedor 7,AUTOS
3914,2025-10-10,Cliente 17,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,135.1,135.1,Vendedor 2,REPUESTOS
3915,2025-10-10,Cliente 15,SURCO,AMORTIGUADORES DELANTEROS,2,220.4,440.8,Vendedor 4,REPUESTOS
3916,2025-10-10,Cliente 7,SURCO,AMORTIGUADORES POSTERIORES,2,133.8,267.6,Vendedor 9,REPUESTOS
3917,2025-10-10,Cliente 48,LA MOLINA,"LLANTAS 18""",3,90.0,270.0,Vendedor 7,REPUESTOS
3918,2025-10-10,Cliente 37,LA MOLINA,BATERÍA DE 18 PLACAS,1,124.3,124.3,Vendedor 6,REPUESTOS
3919,2025-10-11,Cliente 6,SURCO,AUTO HONDA PILOT 2013,1,30500.0,30500.0,Vendedor 4,AUTOS
3920,2025-10-11,Cliente 40,SURCO,AUTO HONDA FIT 2016,1,19500.0,19500.0,Vendedor 8,AUTOS
3921,2025-10-11,Cliente 50,SURCO,AUTO HONDA CITY 2016,1,27000.0,27000.0,Vendedor 6,AUTOS
3922,2025-10-11,Cliente 26,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,1,135.1,135.1,Vendedor 7,REPUESTOS
3923,2025-10-11,Cliente 31,SURCO,AMORTIGUADORES DELANTEROS,2,220.4,440.8,Vendedor 1,REPUESTOS
3924,2025-10-11,Cliente 8,LA MOLINA,AMORTIGUADORES POSTERIORES,2,133.8,267.6,Vendedor 5,REPUESTOS
3925,2025-10-11,Cliente 32,LA MOLINA,"LLANTAS 18""",2,90.0,180.0,Vendedor 7,REPUESTOS
3926,2025-10-11,Cliente 26,SURCO,BATERÍA DE 18 PLACAS,1,124.3,124.3,Vendedor 7,REPUESTOS
3927,2025-10-12,Cliente 19,SURCO,AUTO HONDA PILOT 2013,1,30500.0,30500.0,Vendedor 4,AUTOS
3928,2025-10-12,Cliente 22,SURCO,AUTO HONDA CITY 2016,1,27000.0,27000.0,Vendedor 3,AUTOS
3929,2025-10-12,Cliente 6,LA MOLINA,ACEITE DE MOTOR 5W30 FULL SINTÉTICO,3,135.1,405.3,Vendedor 2,REPUESTOS
3930,2025-10-12,Cliente 48,SURCO,AMORTIGUADORES DELANTEROS,1,220.4,220.4,Vendedor 1,REPUESTOS
3931,2025-10-12,Cliente 32,LA MOLINA,AMORTIGUADORES POSTERIORES,1,133.8,133.8,Vendedor 2,REPUESTOS
3932,2025-10-12,Cliente 1,LA MOLINA,BATERÍA DE 18 PLACAS,1,124.3,124.3,Vendedor 8,REPUESTOS
3933,2025-10-13,Cliente 3,SURCO,AUTO HONDA PILOT 2013,1,30500.0,30500.0,Vendedor 3,AUTOS
